,Date,Rented Bike,Day Hour,Temperature_C,Humidity_percent,Wind speed_ms,Visibility_10m,Dew point temperature_C,Solar Radiation_mjm2,Rainfall_mm,Snowfall_cm,Seasons,Holiday,Weekday
23,2017-01-12,323,23,-1.3,171.4016886475004,0.6931471805599453,1265,-3.6,0.0,0.0,0.0,Winter,No Holiday,Yes
24,2017-02-12,328,0,-1.8,178.72185572009374,0.7419373447293773,994,-3.6,0.0,0.0,0.0,Winter,No Holiday,Yes
25,2017-02-12,308,1,-2.2,176.27616670762777,0.4700036292457356,990,-4.2,0.0,0.0,0.0,Winter,No Holiday,Yes
26,2017-02-12,262,2,-2.9,176.27616670762777,0.9162907318741551,1256,-4.9,0.0,0.0,0.0,Winter,No Holiday,Yes
27,2017-02-12,167,3,-3.5,164.1330209912553,1.1631508098056809,1221,-6.2,0.0,0.0,0.0,Winter,No Holiday,Yes
28,2017-02-12,89,4,-3.8,159.31659119752408,1.0986122886681098,1167,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes
29,2017-02-12,79,5,-4.0,159.31659119752408,0.9162907318741551,1202,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes
30,2017-02-12,70,6,-4.3,166.55009731514585,1.1314021114911006,1178,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes
31,2017-02-12,146,7,-4.4,164.1330209912553,1.252762968495368,1276,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes
32,2017-02-12,219,8,-4.2,159.31659119752408,1.1314021114911006,1436,-7.3,0.009950330853168083,0.0,0.0,Winter,No Holiday,Yes
33,2017-02-12,328,9,-2.9,133.26941017088058,0.9555114450274363,1487,-7.9,0.262364264467491,0.0,0.0,Winter,No Holiday,Yes
34,2017-02-12,334,10,-0.4,108.042714124229,0.9555114450274363,1309,-7.8,0.5877866649021191,0.0,0.0,Winter,No Holiday,Yes
35,2017-02-12,388,11,1.9,90.28017282860651,1.0296194171811581,1406,-7.7,0.6931471805599453,0.0,0.0,Winter,No Holiday,Yes
36,2017-02-12,479,12,4.3,73.07916844050303,0.832909122935104,1666,-7.8,0.7371640659767197,0.0,0.0,Winter,No Holiday,Yes
37,2017-02-12,606,13,6.0,62.65016087475425,1.0296194171811581,1780,-7.9,0.7514160886839212,0.0,0.0,Winter,No Holiday,Yes
38,2017-02-12,611,14,7.3,60.59684199904321,0.832909122935104,1955,-7.1,0.688134638736401,0.0,0.0,Winter,No Holiday,Yes
39,2017-02-12,589,15,7.6,73.07916844050303,1.1939224684724346,1953,-4.8,0.5538851132264376,0.0,0.0,Winter,No Holiday,Yes
40,2017-02-12,618,16,6.4,88.09784566638017,1.2809338454620642,1945,-3.8,0.1988508587451652,0.0,0.0,Winter,No Holiday,Yes
41,2017-02-12,572,17,6.0,94.6709316025283,1.252762968495368,1891,-3.3,0.05826890812397577,0.0,0.0,Winter,No Holiday,Yes
42,2017-02-12,489,18,5.5,99.0956032381981,0.9162907318741551,1697,-3.3,0.0,0.0,0.0,Winter,No Holiday,Yes
43,2017-02-12,385,19,5.0,96.87909298386184,1.1939224684724346,1666,-4.0,0.0,0.0,0.0,Winter,No Holiday,Yes
44,2017-02-12,359,20,4.6,94.6709316025283,0.7884573603642702,1585,-4.6,0.0,0.0,0.0,Winter,No Holiday,Yes
45,2017-02-12,377,21,4.1,103.55317870721358,0.7884573603642702,1448,-4.1,0.0,0.0,0.0,Winter,No Holiday,Yes
46,2017-02-12,354,22,3.5,101.32033843486964,0.9162907318741551,1446,-4.9,0.0,0.0,0.0,Winter,No Holiday,Yes
47,2017-02-12,366,23,4.0,105.794008048961,0.6931471805599453,1352,-4.0,0.0,0.0,0.0,Winter,No Holiday,Yes
48,2017-03-12,342,0,4.0,110.29918808998512,0.8754687373538999,1296,-3.5,0.0,0.0,0.0,Winter,No Holiday,Yes
49,2017-03-12,227,1,3.9,135.60499884996793,0.9932517730102833,485,-1.2,0.0,0.0,0.0,Winter,No Holiday,Yes
50,2017-03-12,228,2,3.3,159.31659119752408,0.8754687373538999,830,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes
51,2017-03-12,117,3,3.4,140.29614936962741,0.9555114450274363,1011,-1.3,0.0,0.4054651081081644,0.0,Winter,No Holiday,Yes
52,2017-03-12,76,4,3.5,145.01343739925485,0.6931471805599453,1060,-0.8,0.0,0.0,0.0,Winter,No Holiday,Yes
53,2017-03-12,32,5,3.9,149.75629613303573,1.0647107369924282,914,-0.1,0.0,0.0,0.0,Winter,No Holiday,Yes
54,2017-03-12,13,6,3.4,176.27616670762777,1.252762968495368,278,1.2,0.0,0.6931471805599453,0.0,Winter,No Holiday,Yes
55,2017-03-12,22,7,3.1,188.55976409295616,0.7884573603642702,129,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes
56,2017-03-12,85,8,3.2,191.0327862541051,1.0296194171811581,244,2.0,0.0,0.0,0.0,Winter,No Holiday,Yes
57,2017-03-12,152,9,3.5,188.55976409295616,1.0296194171811581,231,2.1,0.019802627296179712,1.252762968495368,0.0,Winter,No Holiday,Yes
58,2017-03-12,200,10,4.4,183.62987810536893,1.1631508098056809,257,2.7,0.2151113796169455,0.0,0.0,Winter,No Holiday,Yes
59,2017-03-12,273,11,5.1,178.72185572009374,0.8754687373538999,321,3.1,0.22314355131420976,0.0,0.0,Winter,No Holiday,Yes
60,2017-03-12,333,12,5.8,173.83609362248922,0.9932517730102833,349,3.4,0.35767444427181594,0.0,0.0,Winter,No Holiday,Yes
61,2017-03-12,495,13,6.8,164.1330209912553,1.0647107369924282,390,3.7,0.4700036292457356,0.0,0.0,Winter,No Holiday,Yes
62,2017-03-12,563,14,7.6,152.13714480502273,0.7884573603642702,422,3.6,0.5247285289349821,0.0,0.0,Winter,No Holiday,Yes
63,2017-03-12,621,15,8.0,145.01343739925485,0.9555114450274363,433,3.4,0.4252677354043441,0.0,0.0,Winter,No Holiday,Yes
64,2017-03-12,598,16,7.6,154.52418569455884,0.9555114450274363,399,3.8,0.18232155679395465,0.0,0.0,Winter,No Holiday,Yes
65,2017-03-12,545,17,6.7,166.55009731514585,0.9162907318741551,358,3.8,0.048790164169432,0.0,0.0,Winter,No Holiday,Yes
66,2017-03-12,443,18,6.0,171.4016886475004,1.0647107369924282,327,3.4,0.0,0.0,0.0,Winter,No Holiday,Yes
67,2017-03-12,422,19,5.7,173.83609362248922,0.9932517730102833,309,3.3,0.0,0.0,0.0,Winter,No Holiday,Yes
68,2017-03-12,397,20,5.2,178.72185572009374,0.8754687373538999,253,3.2,0.0,0.0,0.0,Winter,No Holiday,Yes
69,2017-03-12,385,21,4.7,178.72185572009374,0.7884573603642702,247,2.7,0.0,0.0,0.0,Winter,No Holiday,Yes
70,2017-03-12,350,22,4.3,183.62987810536893,1.0296194171811581,201,2.6,0.0,0.0,0.0,Winter,No Holiday,Yes
71,2017-03-12,303,23,3.9,186.0921123226208,0.832909122935104,194,2.4,0.0,0.0,0.0,Winter,No Holiday,Yes
72,2017-04-12,285,0,4.2,181.17310954572713,0.4700036292457356,216,2.3,0.0,0.0,0.0,Winter,No Holiday,Yes
73,2017-04-12,186,1,4.3,178.72185572009374,0.4054651081081644,221,2.3,0.0,0.0,0.0,Winter,No Holiday,Yes
74,2017-04-12,112,2,4.4,178.72185572009374,1.0296194171811581,207,2.4,0.0,0.0,0.0,Winter,No Holiday,Yes
75,2017-04-12,65,3,3.6,173.83609362248922,1.1939224684724346,206,1.3,0.0,0.0,0.0,Winter,No Holiday,Yes
76,2017-04-12,41,4,2.8,183.62987810536893,0.9162907318741551,130,1.1,0.0,0.0,0.0,Winter,No Holiday,Yes
77,2017-04-12,82,5,2.0,168.9730050693092,1.308332819650179,253,-0.5,0.0,0.0,0.0,Winter,No Holiday,Yes
78,2017-04-12,200,6,1.2,152.13714480502273,1.547562508716013,371,-2.5,0.0,0.09531017980432487,0.0,Winter,No Holiday,Yes
79,2017-04-12,498,7,0.2,133.26941017088058,1.4816045409242156,702,-5.0,0.0,0.0,0.0,Winter,No Holiday,Yes
80,2017-04-12,937,8,-0.8,135.60499884996793,1.5040773967762742,954,-5.7,0.009950330853168083,0.0,0.0,Winter,No Holiday,Yes
81,2017-04-12,509,9,-1.5,85.9244083624826,1.6486586255873816,1888,-11.3,0.1988508587451652,0.0,0.0,Winter,No Holiday,Yes
82,2017-04-12,311,10,-1.1,70.97244300775598,1.6486586255873816,2000,-13.0,0.49469624183610705,0.0,0.0,Winter,No Holiday,Yes
83,2017-04-12,379,11,-0.5,73.07916844050303,1.62924053973028,1799,-12.1,0.6626879730752367,0.0,0.0,Winter,No Holiday,Yes
84,2017-04-12,393,12,-0.3,66.78995451767659,1.6486586255873816,1823,-12.9,0.7466879474879752,0.0,0.0,Winter,No Holiday,Yes
85,2017-04-12,391,13,0.0,50.50630282883184,1.6486586255873816,1938,-15.5,0.7747271675523681,0.0,0.0,Winter,No Holiday,Yes
86,2017-04-12,338,14,0.1,44.603535095374504,1.6486586255873816,2000,-16.7,0.7371640659767197,0.0,0.0,Winter,No Holiday,Yes
87,2017-04-12,341,15,-0.1,40.73731248521497,1.6486586255873816,2000,-17.8,0.6312717768418579,0.0,0.0,Winter,No Holiday,Yes
88,2017-04-12,375,16,-0.2,36.93016711846275,1.6486586255873816,2000,-18.8,0.4382549309311553,0.0,0.0,Winter,No Holiday,Yes
89,2017-04-12,515,17,-1.3,42.66326267763133,1.6486586255873816,2000,-18.3,0.16551443847757338,0.0,0.0,Winter,No Holiday,Yes
90,2017-04-12,807,18,-2.1,48.52542881253717,1.589235205116581,2000,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes
91,2017-04-12,568,19,-2.9,54.50619863651949,1.4350845252893227,2000,-17.3,0.0,0.0,0.0,Winter,No Holiday,Yes
92,2017-04-12,398,20,-3.6,66.78995451767659,1.3862943611198906,2000,-15.8,0.0,0.0,0.0,Winter,No Holiday,Yes
93,2017-04-12,397,21,-4.6,77.3226021532681,1.6486586255873816,2000,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes
94,2017-04-12,353,22,-5.3,81.60480049109367,1.252762968495368,2000,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes
95,2017-04-12,248,23,-5.8,79.45894297935381,1.2237754316221157,2000,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes
96,2017-05-12,216,0,-6.1,75.195950680168,1.2809338454620642,2000,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes
97,2017-05-12,198,1,-6.5,73.07916844050303,1.33500106673234,2000,-17.6,0.0,0.0,0.0,Winter,No Holiday,Yes
98,2017-05-12,124,2,-6.8,73.07916844050303,1.252762968495368,2000,-17.8,0.0,0.0,0.0,Winter,No Holiday,Yes
99,2017-05-12,62,3,-6.9,68.87597017275151,1.0986122886681098,2000,-18.5,0.0,0.0,0.0,Winter,No Holiday,Yes
100,2017-05-12,42,4,-7.2,58.554900135344916,1.3862943611198906,2000,-20.4,0.0,0.0,0.0,Winter,No Holiday,Yes
101,2017-05-12,82,5,-7.4,56.52459465749672,1.2809338454620642,2000,-20.9,0.0,0.0,0.0,Winter,No Holiday,Yes
102,2017-05-12,172,6,-7.4,58.554900135344916,1.4350845252893227,2000,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes
103,2017-05-12,381,7,-7.5,56.52459465749672,1.1631508098056809,2000,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes
104,2017-05-12,812,8,-8.1,62.65016087475425,0.9555114450274363,2000,-20.5,0.009950330853168083,0.0,0.0,Winter,No Holiday,Yes
105,2017-05-12,462,9,-7.6,52.499999999999986,0.832909122935104,1974,-21.8,0.19062035960864973,0.0,0.0,Winter,No Holiday,Yes
106,2017-05-12,269,10,-5.5,42.66326267763133,1.33500106673234,1967,-22.0,0.49469624183610705,0.0,0.0,Winter,No Holiday,Yes
107,2017-05-12,334,11,-3.9,40.73731248521497,0.0,1959,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes
108,2017-05-12,321,12,-2.3,40.73731248521497,0.0,1962,-19.7,0.0,0.0,0.0,Winter,No Holiday,Yes
109,2017-05-12,325,13,-1.6,44.603535095374504,0.0,1955,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes
110,2017-05-12,334,14,-1.1,46.55771888848492,0.0,2000,-17.3,0.0,0.0,0.0,Winter,No Holiday,Yes
111,2017-05-12,353,15,-0.7,46.55771888848492,0.0,2000,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes
112,2017-05-12,435,16,-0.5,50.50630282883184,0.0,2000,-16.0,0.0,0.0,0.0,Winter,No Holiday,Yes
113,2017-05-12,529,17,-1.6,60.59684199904321,0.0,2000,-15.1,0.0,0.0,0.0,Winter,No Holiday,Yes
114,2017-05-12,789,18,-2.6,70.97244300775598,0.0,2000,-14.4,0.0,0.0,0.0,Winter,No Holiday,Yes
115,2017-05-12,597,19,-3.2,81.60480049109367,0.0,2000,-13.5,0.0,0.0,0.0,Winter,No Holiday,Yes
116,2017-05-12,418,20,-3.5,83.76000879410822,0.0,2000,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes
117,2017-05-12,415,21,-3.7,85.9244083624826,0.0,2000,-13.3,0.0,0.0,0.0,Winter,No Holiday,Yes
118,2017-05-12,393,22,-2.8,90.28017282860651,0.0,2000,-12.0,0.0,0.0,0.0,Winter,No Holiday,Yes
119,2017-05-12,244,23,-2.5,112.56332442996931,0.0,1210,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes
120,2017-06-12,145,0,-2.8,154.52418569455884,0.0,331,-6.2,0.0,0.09531017980432487,0.1,Winter,No Holiday,Yes
121,2017-06-12,144,1,-3.0,159.31659119752408,0.0,293,-6.1,0.0,0.0,0.3,Winter,No Holiday,Yes
122,2017-06-12,117,2,-3.0,159.31659119752408,0.0,1862,-6.1,0.0,0.0,0.4,Winter,No Holiday,Yes
123,2017-06-12,78,3,-3.2,156.91735520671642,0.0,1808,-6.4,0.0,0.18232155679395465,0.4,Winter,No Holiday,Yes
124,2017-06-12,58,4,-3.4,149.75629613303573,0.0,1982,-7.2,0.0,0.0,0.4,Winter,No Holiday,Yes
125,2017-06-12,87,5,-3.6,152.13714480502273,0.0,1934,-7.2,0.0,0.0,0.4,Winter,No Holiday,Yes
126,2017-06-12,142,6,-3.7,152.13714480502273,0.0,1864,-7.3,0.0,0.0,0.4,Winter,No Holiday,Yes
127,2017-06-12,379,7,-4.2,154.52418569455884,0.0,1741,-7.6,0.0,0.0,0.3,Winter,No Holiday,Yes
128,2017-06-12,802,8,-4.2,156.91735520671642,0.0,1518,-7.4,0.009950330853168083,0.0,0.2,Winter,No Holiday,Yes
129,2017-06-12,440,9,-3.3,137.94727038654602,0.0,1324,-7.9,0.22314355131420976,0.0,0.2,Winter,No Holiday,Yes
130,2017-06-12,307,10,-0.9,123.99546273928252,0.0,1224,-6.8,0.48858001481867097,0.0,0.2,Winter,No Holiday,Yes
131,2017-06-12,381,11,1.6,108.042714124229,0.7884573603642702,1261,-6.0,0.6575200029167941,0.0,0.0,Winter,No Holiday,Yes
132,2017-06-12,405,12,2.4,96.87909298386184,0.6418538861723948,1224,-6.4,0.7323678937132266,0.0,0.0,Winter,No Holiday,Yes
133,2017-06-12,442,13,4.2,85.9244083624826,0.7419373447293773,1469,-6.1,0.7419373447293773,0.0,0.0,Winter,No Holiday,Yes
134,2017-06-12,416,14,5.5,58.554900135344916,0.6931471805599453,1966,-9.1,0.6729444732424258,0.0,0.0,Winter,No Holiday,Yes
135,2017-06-12,412,15,5.5,52.499999999999986,1.410986973710262,1968,-10.3,0.5423242908253617,0.0,0.0,Winter,No Holiday,Yes
136,2017-06-12,496,16,5.3,64.71461004591777,1.3609765531356006,2000,-8.2,0.3074846997479606,0.0,0.0,Winter,No Holiday,Yes
137,2017-06-12,239,17,4.1,114.83502079915532,1.252762968495368,1565,-2.9,0.09531017980432487,0.0,0.0,Winter,No Holiday,Yes
138,2017-06-12,204,18,1.7,186.0921123226208,0.6931471805599453,66,0.2,0.0,0.262364264467491,0.3,Winter,No Holiday,Yes
139,2017-06-12,205,19,1.2,191.0327862541051,0.5306282510621704,180,0.0,0.0,0.0,1.0,Winter,No Holiday,Yes
140,2017-06-12,190,20,1.2,195.99475764179132,0.4700036292457356,228,0.3,0.0,0.0,1.0,Winter,No Holiday,Yes
141,2017-06-12,165,21,1.1,191.0327862541051,0.4054651081081644,235,0.0,0.0,0.5306282510621704,1.0,Winter,No Holiday,Yes
142,2017-06-12,222,22,1.3,191.0327862541051,0.4700036292457356,233,0.1,0.0,0.0,1.0,Winter,No Holiday,Yes
143,2017-06-12,193,23,1.3,191.0327862541051,0.4700036292457356,209,0.1,0.0,0.0,1.0,Winter,No Holiday,Yes
144,2017-07-12,198,0,1.4,191.0327862541051,0.4054651081081644,240,0.2,0.0,0.0,0.9,Winter,No Holiday,Yes
145,2017-07-12,218,1,1.5,191.0327862541051,0.33647223662121295,227,0.3,0.0,0.0,0.9,Winter,No Holiday,Yes
146,2017-07-12,149,2,1.4,191.0327862541051,0.5306282510621704,168,0.2,0.0,0.0,0.9,Winter,No Holiday,Yes
147,2017-07-12,102,3,1.9,188.55976409295616,0.8754687373538999,218,0.5,0.0,0.0,0.9,Winter,No Holiday,Yes
148,2017-07-12,62,4,1.6,191.0327862541051,0.5306282510621704,119,0.4,0.0,0.0,0.9,Winter,No Holiday,Yes
149,2017-07-12,83,5,1.5,191.0327862541051,0.7419373447293773,175,0.3,0.0,0.0,0.9,Winter,No Holiday,Yes
150,2017-07-12,137,6,1.0,193.51113255765367,0.4054651081081644,148,0.0,0.0,0.0,0.9,Winter,No Holiday,Yes
151,2017-07-12,367,7,0.3,193.51113255765367,0.4054651081081644,173,-0.7,0.0,0.0,0.9,Winter,No Holiday,Yes
152,2017-07-12,754,8,-0.2,200.97766698167695,0.5877866649021191,173,-0.7,0.009950330853168083,0.0,0.8,Winter,No Holiday,Yes
153,2017-07-12,415,9,0.1,188.55976409295616,0.5877866649021191,265,-1.1,0.13102826240640408,0.0,0.8,Winter,No Holiday,Yes
154,2017-07-12,321,10,1.1,168.9730050693092,0.5306282510621704,311,-1.4,0.3435897043900769,0.0,0.7,Winter,No Holiday,Yes
155,2017-07-12,333,11,2.3,135.60499884996793,0.9932517730102833,628,-2.8,0.48858001481867097,0.0,0.6,Winter,No Holiday,Yes
156,2017-07-12,431,12,3.7,126.30352534681822,1.2237754316221157,833,-2.2,0.6830968447064438,0.0,0.3,Winter,No Holiday,Yes
157,2017-07-12,394,13,4.1,64.71461004591777,1.410986973710262,1767,-9.3,0.76080582903376,0.0,0.0,Winter,No Holiday,Yes
158,2017-07-12,390,14,4.4,62.65016087475425,1.308332819650179,1975,-9.4,0.712949807856125,0.0,0.0,Winter,No Holiday,Yes
159,2017-07-12,430,15,4.0,60.59684199904321,1.410986973710262,1962,-10.1,0.6097655716208943,0.0,0.0,Winter,No Holiday,Yes
160,2017-07-12,471,16,3.2,66.78995451767659,1.3609765531356006,1817,-9.7,0.412109650826833,0.0,0.0,Winter,No Holiday,Yes
161,2017-07-12,552,17,2.1,92.47124730733495,1.0986122886681098,1434,-7.2,0.1397619423751587,0.0,0.0,Winter,No Holiday,Yes
162,2017-07-12,795,18,0.7,83.76000879410822,1.308332819650179,1558,-9.6,0.0,0.0,0.0,Winter,No Holiday,Yes
163,2017-07-12,507,19,-0.4,85.9244083624826,1.252762968495368,1269,-10.3,0.0,0.0,0.0,Winter,No Holiday,Yes
164,2017-07-12,390,20,-1.4,85.9244083624826,1.252762968495368,1620,-11.2,0.0,0.0,0.0,Winter,No Holiday,Yes
165,2017-07-12,402,21,-2.2,83.76000879410822,1.1631508098056809,1975,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes
166,2017-07-12,389,22,-2.7,88.09784566638017,1.2809338454620642,1844,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes
167,2017-07-12,259,23,-3.2,92.47124730733495,1.1314021114911006,1887,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes
168,2017-08-12,233,0,-3.5,90.28017282860651,1.2809338454620642,1893,-12.6,0.0,0.0,0.0,Winter,No Holiday,Yes
169,2017-08-12,230,1,-3.7,92.47124730733495,1.252762968495368,1902,-12.6,0.0,0.0,0.0,Winter,No Holiday,Yes
170,2017-08-12,131,2,-4.3,99.0956032381981,0.6931471805599453,1918,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes
171,2017-08-12,99,3,-4.8,96.87909298386184,0.9555114450274363,1978,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes
172,2017-08-12,71,4,-5.3,99.0956032381981,1.2237754316221157,1936,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes
173,2017-08-12,84,5,-5.8,105.794008048961,1.0986122886681098,1941,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes
174,2017-08-12,158,6,-6.0,105.794008048961,1.5040773967762742,1853,-13.3,0.0,0.0,0.0,Winter,No Holiday,Yes
175,2017-08-12,387,7,-6.5,108.042714124229,0.5877866649021191,1776,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes
176,2017-08-12,780,8,-7.0,112.56332442996931,0.5877866649021191,1559,-13.6,0.009950330853168083,0.0,0.0,Winter,No Holiday,Yes
177,2017-08-12,395,9,-6.7,92.47124730733495,0.6418538861723948,1492,-15.4,0.20701416938432615,0.0,0.0,Winter,No Holiday,Yes
178,2017-08-12,261,10,-5.3,79.45894297935381,1.33500106673234,1516,-15.6,0.48858001481867097,0.0,0.0,Winter,No Holiday,Yes
179,2017-08-12,310,11,-3.7,68.87597017275151,0.8754687373538999,1595,-15.6,0.6575200029167941,0.0,0.0,Winter,No Holiday,Yes
180,2017-08-12,355,12,-2.0,50.50630282883184,0.8754687373538999,1728,-17.3,0.76080582903376,0.0,0.0,Winter,No Holiday,Yes
181,2017-08-12,354,13,-1.7,46.55771888848492,1.0296194171811581,1963,-17.8,0.7975071958841881,0.0,0.0,Winter,No Holiday,Yes
182,2017-08-12,350,14,-1.3,44.603535095374504,1.410986973710262,1906,-17.9,0.7514160886839212,0.0,0.0,Winter,No Holiday,Yes
183,2017-08-12,362,15,-0.8,42.66326267763133,1.4586150226995167,1977,-17.9,0.6259384308664953,0.0,0.0,Winter,No Holiday,Yes
184,2017-08-12,401,16,-1.1,38.82612372324745,1.4816045409242156,2000,-19.1,0.44468582126144574,0.0,0.0,Winter,No Holiday,Yes
185,2017-08-12,500,17,-2.4,50.50630282883184,1.308332819650179,2000,-17.6,0.16551443847757338,0.0,0.0,Winter,No Holiday,Yes
186,2017-08-12,752,18,-3.1,56.52459465749672,0.7884573603642702,2000,-17.1,0.0,0.0,0.0,Winter,No Holiday,Yes
187,2017-08-12,477,19,-3.3,60.59684199904321,0.7419373447293773,2000,-16.6,0.0,0.0,0.0,Winter,No Holiday,Yes
188,2017-08-12,384,20,-3.3,58.554900135344916,0.9162907318741551,2000,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes
189,2017-08-12,336,21,-3.3,60.59684199904321,0.4054651081081644,2000,-16.6,0.0,0.0,0.0,Winter,No Holiday,Yes
190,2017-08-12,347,22,-3.4,68.87597017275151,0.7884573603642702,2000,-15.4,0.0,0.0,0.0,Winter,No Holiday,Yes
191,2017-08-12,275,23,-3.5,77.3226021532681,0.6418538861723948,2000,-14.3,0.0,0.0,0.0,Winter,No Holiday,Yes
192,2017-09-12,267,0,-3.5,88.09784566638017,0.6418538861723948,1967,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes
193,2017-09-12,296,1,-4.1,90.28017282860651,0.4700036292457356,2000,-13.2,0.0,0.0,0.0,Winter,No Holiday,Yes
194,2017-09-12,237,2,-4.7,92.47124730733495,0.5306282510621704,1983,-13.5,0.0,0.0,0.0,Winter,No Holiday,Yes
195,2017-09-12,169,3,-4.3,85.9244083624826,0.4700036292457356,1992,-13.9,0.0,0.0,0.0,Winter,No Holiday,Yes
196,2017-09-12,96,4,-4.3,90.28017282860651,0.5306282510621704,2000,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes
197,2017-09-12,56,5,-4.7,90.28017282860651,0.5877866649021191,1999,-13.8,0.0,0.0,0.0,Winter,No Holiday,Yes
198,2017-09-12,76,6,-5.1,99.0956032381981,0.6418538861723948,1975,-13.2,0.0,0.0,0.0,Winter,No Holiday,Yes
